id_resid,count,alive,fetal,no_fetal,cod_dpto,deaths,mpio_name,year,Total,fetal_percapita,no_fetal_percapita,alive_percapita,deaths_percapita,prob_alive,prob_fetal,prob_no_fetal
05347,77,73,3,1,05,4,HELICONIA,2008,6861,0.043725404459991256,0.014575134819997084,1.0639848418597873,0.058300539279988337,0.948051948051948,0.03896103896103896,0.012987012987012988
05353,68,65,3,0,05,3,HISPANIA,2008,5081,0.059043495374926196,0.0,1.2792757331234008,0.059043495374926196,0.9558823529411765,0.04411764705882353,0.0
05360,3301,2927,352,22,05,374,ITAGÜÍ,2008,248561,0.14161513672700063,0.00885094604543754,1.1775781397725307,0.15046608277243814,0.8867009996970615,0.10663435322629507,0.006664647076643442
05361,491,474,11,6,05,17,ITUANGO,2008,24825,0.044310171198388724,0.02416918429003021,1.9093655589123868,0.06847935548841894,0.9653767820773931,0.02240325865580448,0.012219959266802444
05364,266,258,3,5,05,8,JARDÍN,2008,13638,0.02199736031676199,0.03666226719460331,1.891772987241531,0.0586596275113653,0.9699248120300752,0.011278195488721804,0.018796992481203006
05368,139,131,8,0,05,8,JERICÓ,2008,13661,0.05856086670082717,0.0,0.9589341922260449,0.05856086670082717,0.9424460431654677,0.05755395683453238,0.0
05376,803,767,27,9,05,36,LA CEJA,2008,49587,0.054449754976102605,0.018149918325367536,1.5467763728396555,0.07259967330147014,0.9551681195516812,0.033623910336239106,0.0112079701120797
05380,622,562,53,7,05,60,LA ESTRELLA,2008,53914,0.09830470749712505,0.012983640612827837,1.042400860629892,0.11128834810995289,0.9035369774919614,0.08520900321543408,0.011254019292604502
05390,139,131,6,2,05,8,LA PINTADA,2008,7337,0.08177729317159602,0.02725909772386534,1.7854709009131797,0.10903639089546135,0.9424460431654677,0.04316546762589928,0.014388489208633094
05400,353,337,9,7,05,16,LA UNIÓN,2008,18793,0.04789017187250572,0.03724791145639334,1.7932208801149365,0.08513808332889906,0.9546742209631728,0.025495750708215296,0.019830028328611898
05411,166,151,13,2,05,15,LIBORINA,2008,9123,0.14249698564068838,0.02192261317549052,1.655157294749534,0.1644195988161789,0.9096385542168675,0.0783132530120482,0.012048192771084338
05425,146,140,3,3,05,6,MACEO,2008,7843,0.038250669386714266,0.038250669386714266,1.7850312380466657,0.07650133877342853,0.958904109589041,0.02054794520547945,0.02054794520547945
05440,702,685,9,8,05,17,MARINILLA,2008,52711,0.017074234979416063,0.015177097759480944,1.2995389956555559,0.03225133273889701,0.9757834757834758,0.01282051282051282,0.011396011396011397
05467,105,90,12,3,05,15,MONTEBELLO,2008,7744,0.15495867768595042,0.038739669421487606,1.162190082644628,0.19369834710743802,0.8571428571428571,0.11428571428571428,0.02857142857142857
05475,69,61,3,5,05,8,MURINDÓ,2008,3803,0.07888509071785432,0.1314751511964239,1.6039968445963713,0.2103602419142782,0.8840579710144928,0.043478260869565216,0.07246376811594203
05480,563,527,22,14,05,36,MUTATÁ,2008,10063,0.21862267713405545,0.13912352181258075,5.237006856802147,0.3577461989466362,0.9360568383658969,0.03907637655417407,0.02486678507992895
05483,198,190,5,3,05,8,NARIÑO,2008,9551,0.05235053921055387,0.03141032352633232,1.989320490001047,0.0837608627368862,0.9595959595959596,0.025252525252525252,0.015151515151515152
05490,1032,968,46,18,05,64,NECOCLÍ,2008,41283,0.11142601070658624,0.043601482450403316,2.344790833999467,0.15502749315698955,0.937984496124031,0.044573643410852716,0.01744186046511628
05495,520,504,10,6,05,16,NECHÍ,2008,18485,0.054097917230186636,0.032458750338111984,2.7265350284014067,0.08655666756829862,0.9692307692307692,0.019230769230769232,0.011538461538461539
05501,41,38,3,0,05,3,OLAYA,2008,2975,0.10084033613445378,0.0,1.2773109243697478,0.10084033613445378,0.926829268292683,0.07317073170731707,0.0
05541,262,247,12,3,05,15,PEÑOL,2008,17286,0.06942034015966678,0.017355085039916694,1.428902001619808,0.08677542519958348,0.9427480916030534,0.04580152671755725,0.011450381679389313
05543,102,90,10,2,05,12,PEQUE,2008,7148,0.13989927252378287,0.027979854504756575,1.2590934527140458,0.16787912702853947,0.8823529411764706,0.09803921568627451,0.0196078431372549
05576,136,131,3,2,05,5,PUEBLORRICO,2008,8549,0.03509182360510001,0.023394549070066675,1.532342964089367,0.05848637267516669,0.9632352941176471,0.022058823529411766,0.014705882352941176
05579,1098,1076,8,14,05,22,PUERTO BERRÍO,2008,36092,0.02216557685913776,0.038789759503491075,2.981270087554029,0.060955336362628836,0.9799635701275046,0.007285974499089253,0.012750455373406194
05585,271,261,4,6,05,10,PUERTO NARE,2008,17421,0.022960794443487746,0.034441191665231616,1.4981918374375753,0.05740198610871936,0.9630996309963099,0.014760147601476014,0.02214022140221402
05591,303,289,8,6,05,14,PUERTO TRIUNFO,2008,17204,0.046500813764240874,0.03487561032318066,1.6798418972332017,0.08137642408742153,0.9537953795379538,0.026402640264026403,0.019801980198019802
05604,437,420,9,8,05,17,REMEDIOS,2008,22029,0.040855236279449814,0.03631576558173317,1.9065776930409915,0.07717100186118299,0.9610983981693364,0.020594965675057208,0.018306636155606407
05607,203,200,2,1,05,3,RETIRO,2008,18601,0.01075211010160744,0.00537605505080372,1.075211010160744,0.01612816515241116,0.9852216748768473,0.009852216748768473,0.0049261083743842365
05615,1551,1487,50,14,05,64,RIONEGRO,2008,105810,0.04725451280597297,0.013231263585672432,1.4053492108496362,0.0604857763916454,0.9587362991618311,0.032237266279819474,0.009026434558349452
05628,134,119,13,2,05,15,SABANALARGA,2008,8334,0.15598752099832014,0.023998080153587713,1.427885769138469,0.17998560115190784,0.8880597014925373,0.09701492537313433,0.014925373134328358
05631,542,498,41,3,05,44,SABANETA,2008,48082,0.08527099538288757,0.006239341125577139,1.035730626845805,0.09151033650846471,0.9188191881918819,0.07564575645756458,0.005535055350553505
05642,308,300,2,6,05,8,SALGAR,2008,18939,0.010560219652568774,0.03168065895770632,1.5840329478853161,0.0422408786102751,0.974025974025974,0.006493506493506494,0.01948051948051948
05647,101,99,1,1,05,2,SAN ANDRÉS DE CUERQUÍA,2008,6468,0.015460729746444033,0.015460729746444033,1.530612244897959,0.030921459492888066,0.9801980198019802,0.009900990099009901,0.009900990099009901
05649,203,197,2,4,05,6,SAN CARLOS,2008,14700,0.013605442176870748,0.027210884353741496,1.3401360544217686,0.04081632653061224,0.9704433497536946,0.009852216748768473,0.019704433497536946
05652,118,111,7,0,05,7,SAN FRANCISCO,2008,5351,0.1308166697813493,0.0,2.0743786208185386,0.1308166697813493,0.940677966101695,0.059322033898305086,0.0
05656,196,174,18,4,05,22,SAN JERÓNIMO,2008,12408,0.1450676982591876,0.032237266279819474,1.402321083172147,0.1773049645390071,0.8877551020408163,0.09183673469387756,0.02040816326530612
05658,91,90,0,1,05,1,SAN JOSÉ DE LA MONTAÑA,2008,3204,0.0,0.031210986267166042,2.808988764044944,0.031210986267166042,0.989010989010989,0.0,0.01098901098901099
05659,401,374,21,6,05,27,SAN JUAN DE URABÁ,2008,19424,0.10811367380560132,0.03088962108731466,1.9254530477759473,0.139003294892916,0.9326683291770573,0.05236907730673317,0.014962593516209476
05660,240,232,8,0,05,8,SAN LUIS,2008,11934,0.0670353611530082,0.0,1.9440254734372382,0.0670353611530082,0.9666666666666667,0.03333333333333333,0.0
05664,459,441,12,6,05,18,SAN PEDRO DE LOS MILAGROS,2008,22534,0.05325286234135085,0.026626431170675424,1.9570426910446437,0.07987929351202627,0.9607843137254902,0.026143790849673203,0.013071895424836602
05665,720,690,21,9,05,30,SAN PEDRO DE URABÁ,2008,28503,0.07367645510998842,0.031575623618566466,2.4207978107567625,0.1052520787285549,0.9583333333333334,0.029166666666666667,0.0125
05667,206,198,5,3,05,8,SAN RAFAEL,2008,14383,0.03476326218452339,0.020857957310714038,1.3766251825071265,0.055621219495237434,0.9611650485436893,0.024271844660194174,0.014563106796116505
05670,322,316,2,4,05,6,SAN ROQUE,2008,18971,0.010542406831479627,0.021084813662959254,1.665700279373781,0.03162722049443888,0.9813664596273292,0.006211180124223602,0.012422360248447204
05674,268,258,6,4,05,10,SAN VICENTE FERRER,2008,20108,0.02983887010145216,0.019892580067634773,1.2830714143624429,0.04973145016908693,0.9626865671641791,0.022388059701492536,0.014925373134328358
05679,336,306,26,4,05,30,SANTA BÁRBARA,2008,24503,0.10610945598498144,0.016324531689997143,1.2488266742847816,0.12243398767497857,0.9107142857142857,0.07738095238095238,0.011904761904761904
05686,594,570,6,18,05,24,SANTA ROSA DE OSOS,2008,31167,0.019251131003946483,0.057753393011839446,1.8288574453749158,0.07700452401578593,0.9595959595959596,0.010101010101010102,0.030303030303030304
05690,156,152,3,1,05,4,SANTO DOMINGO,2008,11211,0.02675943270002676,0.00891981090000892,1.3558112568013558,0.03567924360003568,0.9743589743589743,0.019230769230769232,0.00641025641025641
05697,524,504,14,6,05,20,EL SANTUARIO,2008,30474,0.0459408019951434,0.019688915140775743,1.6538688718251624,0.06562971713591914,0.9618320610687023,0.026717557251908396,0.011450381679389313
05736,604,582,11,11,05,22,SEGOVIA,2008,34662,0.03173504125555363,0.03173504125555363,1.6790721827938377,0.06347008251110726,0.9635761589403974,0.018211920529801324,0.018211920529801324
05756,596,573,16,7,05,23,SONSÓN,2008,38808,0.04122861265718408,0.018037518037518036,1.476499690785405,0.05926613069470212,0.9614093959731543,0.026845637583892617,0.01174496644295302
05761,201,178,22,1,05,23,SOPETRÁN,2008,13984,0.15732265446224256,0.007151029748283753,1.272883295194508,0.16447368421052633,0.8855721393034826,0.10945273631840796,0.004975124378109453
05789,242,216,24,2,05,26,TÁMESIS,2008,17009,0.14110176965136104,0.011758480804280087,1.2699159268622493,0.15286025045564114,0.8925619834710744,0.09917355371900827,0.008264462809917356
05790,942,914,12,16,05,28,TARAZÁ,2008,31891,0.03762817095732338,0.05017089460976451,2.866012354582798,0.0877990655670879,0.970276008492569,0.012738853503184714,0.016985138004246284
05792,66,61,4,1,05,5,TARSO,2008,7471,0.05354035604336769,0.013385089010841922,0.8164904296613572,0.06692544505420961,0.9242424242424242,0.06060606060606061,0.015151515151515152
05809,115,102,11,2,05,13,TITIRIBÍ,2008,13903,0.07911961447169676,0.01438538444939941,0.7336546069193699,0.09350499892109616,0.8869565217391304,0.09565217391304348,0.017391304347826087
05819,113,111,0,2,05,2,TOLEDO,2008,5407,0.0,0.036989088218975404,2.052894396153135,0.036989088218975404,0.9823008849557522,0.0,0.017699115044247787
05837,3505,3249,194,62,05,256,TURBO,2008,120280,0.16129032258064516,0.05154639175257732,2.7011972065181244,0.2128367143332225,0.9269614835948645,0.05534950071326676,0.01768901569186876
05842,141,128,12,1,05,13,URAMITA,2008,7629,0.15729453401494298,0.013107877834578582,1.6778083628260585,0.17040241184952157,0.9078014184397163,0.0851063829787234,0.0070921985815602835
05847,461,443,7,11,05,18,URRAO,2008,33910,0.02064287820701858,0.03243880861102919,1.3063992922441758,0.05308168681804777,0.9609544468546638,0.015184381778741865,0.02386117136659436
05854,399,388,6,5,05,11,VALDIVIA,2008,14629,0.04101442340556429,0.034178686171303575,2.6522660468931574,0.07519310957686787,0.9724310776942355,0.015037593984962405,0.012531328320802004
05856,65,58,7,0,05,7,VALPARAÍSO,2008,6606,0.10596427490160461,0.0,0.877989706327581,0.10596427490160461,0.8923076923076924,0.1076923076923077,0.0
05858,235,228,2,5,05,7,VEGACHÍ,2008,11827,0.01691045911896508,0.0422761477974127,1.9277923395620191,0.05918660691637778,0.9702127659574468,0.00851063829787234,0.02127659574468085
05861,178,163,15,0,05,15,VENECIA,2008,14055,0.10672358591248667,0.0,1.159729633582355,0.10672358591248667,0.9157303370786517,0.08426966292134831,0.0
05873,117,106,5,6,05,11,VIGÍA DEL FUERTE,2008,5732,0.08722958827634333,0.104675505931612,1.8492672714584788,0.19190509420795535,0.905982905982906,0.042735042735042736,0.05128205128205128
05885,110,104,4,2,05,6,YALÍ,2008,6649,0.06015942246954429,0.030079711234772145,1.5641449842081516,0.09023913370431644,0.9454545454545454,0.03636363636363636,0.01818181818181818
05887,861,835,13,13,05,26,YARUMAL,2008,38896,0.03342245989304813,0.03342245989304813,2.1467503085150144,0.06684491978609626,0.9698025551684089,0.015098722415795587,0.015098722415795587
05890,413,401,8,4,05,12,YOLOMBÓ,2008,20869,0.03833437155589631,0.019167185777948154,1.9215103742393023,0.05750155733384446,0.9709443099273608,0.01937046004842615,0.009685230024213076
05893,254,250,3,1,05,4,YONDÓ,2008,14114,0.021255491001842142,0.007085163667280714,1.7712909168201785,0.028340654669122858,0.984251968503937,0.011811023622047244,0.003937007874015748
05895,598,580,4,14,05,18,ZARAGOZA,2008,25528,0.015669069257286117,0.05484174240050141,2.272015042306487,0.07051081165778753,0.9698996655518395,0.006688963210702341,0.023411371237458192
08001,24195,23651,172,372,08,544,BARRANQUILLA,2008,1178933,0.014589463523372405,0.031553955992410086,2.006136056926051,0.04614341951578249,0.9775160157057243,0.007108906798925398,0.015375077495350279
08078,965,946,9,10,08,19,BARANOA,2008,53871,0.01670657682240909,0.018562863136010098,1.7560468526665554,0.035269439958419184,0.9803108808290155,0.00932642487046632,0.010362694300518135
08137,267,260,2,5,08,7,CAMPO DE LA CRUZ,2008,20156,0.009922603691208573,0.024806509228021432,1.2899384798571145,0.034729112919230004,0.9737827715355806,0.00749063670411985,0.018726591760299626
08141,194,191,0,3,08,3,CANDELARIA,2008,12951,0.0,0.02316423442205235,1.474789591537333,0.02316423442205235,0.9845360824742269,0.0,0.015463917525773196
08296,636,622,4,10,08,14,GALAPA,2008,33709,0.01186626716900531,0.029665667922513274,1.8452045447803258,0.04153193509151858,0.9779874213836478,0.006289308176100629,0.015723270440251572
08372,277,272,1,4,08,5,JUAN DE ACOSTA,2008,15470,0.006464124111182934,0.025856496444731737,1.7582417582417582,0.03232062055591468,0.9819494584837545,0.0036101083032490976,0.01444043321299639
08421,387,382,1,4,08,5,LURUACO,2008,24178,0.004135991397137894,0.016543965588551576,1.5799487137066754,0.02067995698568947,0.9870801033591732,0.002583979328165375,0.0103359173126615
08433,1864,1827,12,25,08,37,MALAMBO,2008,105134,0.01141400498411551,0.023779177050240644,1.7377822588315863,0.03519318203435615,0.9801502145922747,0.006437768240343348,0.013412017167381975
08436,208,203,0,5,08,5,MANATÍ,2008,15179,0.0,0.03294024639304302,1.3373740035575465,0.03294024639304302,0.9759615384615384,0.0,0.02403846153846154
08520,384,377,3,4,08,7,PALMAR DE VARELA,2008,24559,0.012215481086363451,0.016287308115151267,1.535078789853007,0.02850278920151472,0.9817708333333334,0.0078125,0.010416666666666666
08549,53,53,0,0,08,0,PIOJÓ,2008,5316,0.0,0.0,0.9969902182091799,0.0,1.0,0.0,0.0
08558,268,264,0,4,08,4,POLONUEVO,2008,15314,0.0,0.026119890296460755,1.7239127595664099,0.026119890296460755,0.9850746268656716,0.0,0.014925373134328358
08560,355,351,2,2,08,4,PONEDERA,2008,19995,0.010002500625156289,0.010002500625156289,1.7554388597149286,0.020005001250312578,0.9887323943661972,0.005633802816901409,0.005633802816901409
08573,453,445,2,6,08,8,PUERTO COLOMBIA,2008,28935,0.006912044237083117,0.020736132711249352,1.5379298427509935,0.027648176948332468,0.9823399558498896,0.004415011037527594,0.013245033112582781
08606,410,398,5,7,08,12,REPELÓN,2008,23237,0.021517407582734432,0.030124370615828205,1.7127856435856608,0.05164177819856264,0.9707317073170731,0.012195121951219513,0.01707317073170732
08634,428,421,0,7,08,7,SABANAGRANDE,2008,26686,0.0,0.026230982537660198,1.5776062354792775,0.026230982537660198,0.9836448598130841,0.0,0.016355140186915886
08638,1534,1496,13,25,08,38,SABANALARGA,2008,82851,0.01569081845723045,0.030174650879289326,1.8056511086166733,0.045865469336519776,0.9752281616688396,0.00847457627118644,0.016297262059973925
08675,139,136,0,3,08,3,SANTA LUCÍA,2008,14039,0.0,0.02136904337915806,0.9687299665218321,0.02136904337915806,0.9784172661870504,0.0,0.02158273381294964
08685,308,304,1,3,08,4,SANTO TOMÁS,2008,24903,0.004015580452154359,0.012046741356463078,1.220736457454925,0.016062321808617434,0.987012987012987,0.003246753246753247,0.00974025974025974
08758,8475,8304,56,115,08,171,SOLEDAD,2008,483318,0.01158657447063838,0.0237938582879181,1.7181234715032339,0.03538043275855648,0.9798230088495575,0.006607669616519174,0.013569321533923304
08770,123,119,0,4,08,4,SUAN,2008,10400,0.0,0.038461538461538464,1.1442307692307692,0.038461538461538464,0.967479674796748,0.0,0.032520325203252036
08832,153,150,2,1,08,3,TUBARÁ,2008,12107,0.016519368960105724,0.008259684480052862,1.2389526720079294,0.024779053440158585,0.9803921568627451,0.013071895424836602,0.006535947712418301
08849,128,127,1,0,08,1,USIACURÍ,2008,9071,0.011024142872891633,0.0,1.4000661448572373,0.011024142872891633,0.9921875,0.0078125,0.0
11001,127078,117590,7930,1558,11,9488,"BOGOTÁ, D.C.",2008,6936977,0.11431492420978187,0.022459350809437596,1.6951187815672446,0.13677427501921946,0.9253371944789814,0.062402618864004784,0.012260186657013802
13001,17385,16888,211,286,13,497,CARTAGENA DE INDIAS,2008,908953,0.023213521491210216,0.031464773206095364,1.8579618528130717,0.054678294697305584,0.9714121368996261,0.012136899626114467,0.01645096347425942
13006,306,292,7,7,13,14,ACHÍ,2008,20072,0.03487445197289757,0.03487445197289757,1.4547628537265842,0.06974890394579514,0.954248366013072,0.02287581699346405,0.02287581699346405
13030,134,131,1,2,13,3,ALTOS DEL ROSARIO,2008,10574,0.009457159069415548,0.018914318138831095,1.2388878380934367,0.02837147720824664,0.9776119402985075,0.007462686567164179,0.014925373134328358
