id_resid,count,alive,fetal,no_fetal,cod_dpto,deaths,mpio_name,year,Total,fetal_percapita,no_fetal_percapita,alive_percapita,deaths_percapita,prob_alive,prob_fetal,prob_no_fetal
70771,373,365,5,3,70,8,SUCRE,2009,25813,0.019370084840971604,0.011622050904582962,1.414016193390927,0.030992135745554567,0.9785522788203753,0.013404825737265416,0.00804289544235925
70820,645,607,29,9,70,38,SANTIAGO DE TOLÚ,2009,30595,0.0947867298578199,0.02941657133518549,1.9839843111619546,0.12420330119300539,0.9410852713178295,0.04496124031007752,0.013953488372093023
70823,371,354,9,8,70,17,SAN JOSÉ DE TOLUVIEJO,2009,20208,0.04453681710213777,0.0395882818685669,1.7517814726840855,0.08412509897070466,0.954177897574124,0.02425876010781671,0.0215633423180593
73001,8677,7893,704,80,73,784,IBAGUÉ,2009,502794,0.1400175817531633,0.015911088835586742,1.5698278022410768,0.15592867058875007,0.9096461910798663,0.08113403249971188,0.009219776420421804
73024,53,49,4,0,73,4,ALPUJARRA,2009,5132,0.0779423226812159,0.0,0.9547934528448948,0.0779423226812159,0.9245283018867925,0.07547169811320754,0.0
73026,134,114,19,1,73,20,ALVARADO,2009,8978,0.21162842503898419,0.011138338159946536,1.2697705502339052,0.2227667631989307,0.8507462686567164,0.1417910447761194,0.007462686567164179
73030,117,102,14,1,73,15,AMBALEMA,2009,7674,0.182434193380245,0.013031013812874642,1.3291634089132134,0.19546520719311963,0.8717948717948718,0.11965811965811966,0.008547008547008548
73043,170,156,14,0,73,14,ANZOÁTEGUI,2009,10769,0.13000278577398086,0.0,1.4486024700529296,0.13000278577398086,0.9176470588235294,0.08235294117647059,0.0
73055,213,184,27,2,73,29,ARMERO,2009,13355,0.20217147135904157,0.01497566454511419,1.3777611381505055,0.21714713590415574,0.863849765258216,0.1267605633802817,0.009389671361502348
73067,259,251,7,1,73,8,ATACO,2009,19117,0.03661662394727206,0.005230946278181723,1.3129675158236125,0.04184757022545378,0.9691119691119691,0.02702702702702703,0.003861003861003861
73124,373,335,32,6,73,38,CAJAMARCA,2009,19582,0.16341538147278112,0.03064038402614646,1.7107547747931775,0.19405576549892758,0.8981233243967829,0.08579088471849866,0.0160857908847185
73148,139,123,14,2,73,16,CARMEN DE APICALÁ,2009,8475,0.16519174041297935,0.02359882005899705,1.4513274336283186,0.1887905604719764,0.8848920863309353,0.10071942446043165,0.014388489208633094
73152,92,78,12,2,73,14,CASABIANCA,2009,7022,0.1708914839077186,0.028481913984619765,1.110794645400171,0.19937339789233838,0.8478260869565217,0.13043478260869565,0.021739130434782608
73168,1021,996,16,9,73,25,CHAPARRAL,2009,48417,0.03304624408782039,0.018588512299398972,2.0571286944668197,0.051634756387219365,0.9755142017629774,0.015670910871694418,0.00881488736532811
73200,140,125,13,2,73,15,COELLO,2009,8348,0.15572592237661714,0.023957834211787255,1.4973646382367034,0.1796837565884044,0.8928571428571429,0.09285714285714286,0.014285714285714285
73217,394,373,13,8,73,21,COYAIMA,2009,27745,0.04685528924130474,0.028834024148495223,1.34438637592359,0.07568931338979996,0.9467005076142132,0.03299492385786802,0.02030456852791878
73226,130,116,13,1,73,14,CUNDAY,2009,8745,0.14865637507146942,0.011435105774728416,1.3264722698684963,0.16009148084619781,0.8923076923076924,0.1,0.007692307692307693
73236,112,108,4,0,73,4,DOLORES,2009,8279,0.04831501389056649,0.0,1.3045053750452953,0.04831501389056649,0.9642857142857143,0.03571428571428571,0.0
73268,1345,1135,205,5,73,210,ESPINAL,2009,74502,0.27516039837856704,0.006711229228745537,1.523449034925237,0.28187162760731255,0.8438661710037175,0.1524163568773234,0.0037174721189591076
73270,121,109,11,1,73,12,FALAN,2009,7918,0.13892397069967163,0.01262945188178833,1.376610255114928,0.15155342258145996,0.9008264462809917,0.09090909090909091,0.008264462809917356
73275,454,410,40,4,73,44,FLANDES,2009,28223,0.14172837756439782,0.014172837756439783,1.4527158700350777,0.15590121532083762,0.9030837004405287,0.0881057268722467,0.00881057268722467
73283,585,540,41,4,73,45,FRESNO,2009,30606,0.13396066130824022,0.013069332810560021,1.7643599294256027,0.14702999411880024,0.9230769230769231,0.07008547008547009,0.006837606837606838
73319,555,483,67,5,73,72,GUAMO,2009,34536,0.19400046328468845,0.01447764651378272,1.3985406532314106,0.20847810979847117,0.8702702702702703,0.12072072072072072,0.009009009009009009
73347,89,82,4,3,73,7,HERVEO,2009,8894,0.04497413986957499,0.033730604902181244,0.9219698673262874,0.07870474477175624,0.9213483146067416,0.0449438202247191,0.033707865168539325
73349,422,386,34,2,73,36,HONDA,2009,27184,0.12507357268981753,0.0073572689817539725,1.4199529134785167,0.13243084167157151,0.9146919431279621,0.08056872037914692,0.004739336492890996
73352,128,113,14,1,73,15,ICONONZO,2009,10487,0.13349861733574903,0.009535615523982074,1.0775245542099743,0.1430342328597311,0.8828125,0.109375,0.0078125
73408,343,284,53,6,73,59,LÉRIDA,2009,18700,0.28342245989304815,0.03208556149732621,1.518716577540107,0.3155080213903743,0.8279883381924198,0.15451895043731778,0.01749271137026239
73411,753,654,89,10,73,99,LÍBANO,2009,41975,0.2120309708159619,0.023823704586063133,1.5580702799285289,0.235854675402025,0.8685258964143426,0.11819389110225764,0.013280212483399735
73443,583,515,58,10,73,68,SAN SEBASTIÁN DE MARIQUITA,2009,32974,0.1758961606113908,0.03032692424334324,1.561836598532177,0.20622308485473403,0.8833619210977701,0.09948542024013722,0.017152658662092625
73449,726,667,50,9,73,59,MELGAR,2009,33105,0.15103458692040478,0.02718622564567286,2.0148013895181998,0.17822081256607764,0.918732782369146,0.06887052341597796,0.012396694214876033
73461,76,68,6,2,73,8,MURILLO,2009,4123,0.14552510308028135,0.04850836769342712,1.6492845015765218,0.19403347077370847,0.8947368421052632,0.07894736842105263,0.02631578947368421
73483,304,291,10,3,73,13,NATAGAIMA,2009,20641,0.04844726515188218,0.014534179545564654,1.4098154159197713,0.06298144469744683,0.9572368421052632,0.03289473684210526,0.009868421052631578
73504,607,583,18,6,73,24,ORTEGA,2009,35230,0.0510928186204939,0.017030939540164634,1.65483962531933,0.06812375816065853,0.9604612850082372,0.029654036243822075,0.009884678747940691
73520,172,158,13,1,73,14,PALOCABILDO,2009,9528,0.13643996641477749,0.010495382031905962,1.658270361041142,0.14693534844668346,0.9186046511627907,0.0755813953488372,0.005813953488372093
73547,84,73,11,0,73,11,PIEDRAS,2009,5752,0.19123783031988872,0.0,1.2691237830319888,0.19123783031988872,0.8690476190476191,0.13095238095238096,0.0
73555,443,423,15,5,73,20,PLANADAS,2009,25650,0.05847953216374269,0.01949317738791423,1.6491228070175439,0.07797270955165692,0.9548532731376975,0.033860045146726865,0.011286681715575621
73563,153,148,4,1,73,5,PRADO,2009,8851,0.045192633600723085,0.011298158400180771,1.672127443226754,0.05649079200090385,0.9673202614379085,0.026143790849673203,0.006535947712418301
73585,354,342,8,4,73,12,PURIFICACIÓN,2009,27734,0.028845460445662365,0.014422730222831182,1.233143434052066,0.04326819066849354,0.9661016949152542,0.022598870056497175,0.011299435028248588
73616,402,388,9,5,73,14,RIOBLANCO,2009,25056,0.035919540229885055,0.01995530012771392,1.5485312899106003,0.05587484035759898,0.9651741293532339,0.022388059701492536,0.012437810945273632
73622,94,84,8,2,73,10,RONCESVALLES,2009,5433,0.14724829744156084,0.03681207436039021,1.5461071231363888,0.18406037180195103,0.8936170212765957,0.0851063829787234,0.02127659574468085
73624,472,422,44,6,73,50,ROVIRA,2009,21564,0.20404377666481172,0.027824151363383415,1.956965312557967,0.23186792802819514,0.8940677966101694,0.09322033898305085,0.012711864406779662
73671,263,248,9,6,73,15,SALDAÑA,2009,14411,0.062452293386996045,0.04163486225799736,1.7209076399972243,0.1040871556449934,0.9429657794676806,0.034220532319391636,0.022813688212927757
73675,272,260,6,6,73,12,SAN ANTONIO,2009,15072,0.03980891719745223,0.03980891719745223,1.7250530785562632,0.07961783439490445,0.9558823529411765,0.022058823529411766,0.022058823529411766
73678,182,163,19,0,73,19,SAN LUIS,2009,13561,0.1401076616768675,0.0,1.2019762554383895,0.1401076616768675,0.8956043956043956,0.1043956043956044,0.0
73686,119,111,8,0,73,8,SANTA ISABEL,2009,6501,0.12305799107829565,0.0,1.7074296262113522,0.12305799107829565,0.9327731092436975,0.06722689075630252,0.0
73770,48,46,2,0,73,2,SUÁREZ,2009,4493,0.04451368795904741,0.0,1.0238148230580904,0.04451368795904741,0.9583333333333334,0.041666666666666664,0.0
73854,74,70,4,0,73,4,VALLE DE SAN JUAN,2009,6112,0.06544502617801047,0.0,1.1452879581151831,0.06544502617801047,0.9459459459459459,0.05405405405405406,0.0
73861,251,227,20,4,73,24,VENADILLO,2009,18588,0.10759629868732516,0.021519259737465032,1.2212179901011406,0.1291155584247902,0.9043824701195219,0.0796812749003984,0.01593625498007968
73870,167,153,13,1,73,14,VILLAHERMOSA,2009,10902,0.1192441753806641,0.0091726288754357,1.4034122179416622,0.1284168042560998,0.9161676646706587,0.07784431137724551,0.005988023952095809
73873,74,65,8,1,73,9,VILLARRICA,2009,6027,0.1327360212377634,0.016592002654720425,1.0784801725568276,0.1493280238924838,0.8783783783783784,0.10810810810810811,0.013513513513513514
76001,30758,29940,521,297,76,818,CALI,2009,2132929,0.024426504585947306,0.01392451413056881,1.4037035456876437,0.03835101871651612,0.9734052929319201,0.01693868261915599,0.009656024448923857
76020,175,165,6,4,76,10,ALCALÁ,2009,12702,0.04723665564478035,0.0314911037631869,1.2990080302314597,0.07872775940796725,0.9428571428571428,0.03428571428571429,0.022857142857142857
76036,209,204,1,4,76,5,ANDALUCÍA,2009,18901,0.005290725358446643,0.02116290143378657,1.0793079731231152,0.026453626792233214,0.9760765550239234,0.004784688995215311,0.019138755980861243
76041,315,304,7,4,76,11,ANSERMANUEVO,2009,20813,0.033632825637822515,0.019218757507327152,1.4606255705568636,0.052851583145149664,0.9650793650793651,0.022222222222222223,0.012698412698412698
76054,82,79,3,0,76,3,ARGELIA,2009,6177,0.04856726566294318,0.0,1.278937995790837,0.04856726566294318,0.9634146341463414,0.036585365853658534,0.0
76100,156,140,15,1,76,16,BOLÍVAR,2009,15941,0.09409698262342388,0.006273132174894925,0.8782385044852895,0.1003701147983188,0.8974358974358975,0.09615384615384616,0.00641025641025641
76109,5659,5482,84,93,76,177,BUENAVENTURA,2009,335098,0.02506729374690389,0.02775307521978645,1.6359393371491324,0.05282036896669034,0.9687223891146846,0.014843611945573423,0.016433998939742005
76111,1573,1538,21,14,76,35,GUADALAJARA DE BUGA,2009,119682,0.01754649822028375,0.011697665480189167,1.28507210775221,0.02924416370047292,0.9777495232040686,0.013350286077558804,0.008900190718372537
76113,210,200,6,4,76,10,BUGALAGRANDE,2009,22142,0.027097823141540963,0.018065215427693977,0.9032607713846987,0.04516303856923494,0.9523809523809523,0.02857142857142857,0.01904761904761905
76122,414,387,23,4,76,27,CAICEDONIA,2009,30991,0.07421509470491433,0.012906972992159014,1.2487496369913846,0.08712206769707334,0.9347826086956522,0.05555555555555555,0.00966183574879227
76126,192,186,3,3,76,6,CALIMA,2009,15876,0.01889644746787604,0.01889644746787604,1.1715797430083144,0.03779289493575208,0.96875,0.015625,0.015625
76130,1127,1052,66,9,76,75,CANDELARIA,2009,74031,0.08915184179600438,0.012157069335818779,1.4210263268090395,0.10130891113182315,0.9334516415261757,0.05856255545696539,0.007985803016858917
76147,1748,1657,74,17,76,91,CARTAGO,2009,127836,0.057886667292468476,0.013298288432053568,1.2961919959948685,0.07118495572452205,0.9479405034324943,0.04233409610983982,0.009725400457665904
76233,522,506,10,6,76,16,DAGUA,2009,37367,0.026761581074209864,0.01605694864452592,1.354136002355019,0.04281852971873578,0.9693486590038314,0.019157088122605363,0.011494252873563218
76243,135,129,5,1,76,6,EL ÁGUILA,2009,9842,0.05080268238162975,0.01016053647632595,1.3107092054460476,0.0609632188579557,0.9555555555555556,0.037037037037037035,0.007407407407407408
76246,106,102,2,2,76,4,EL CAIRO,2009,9812,0.020383204239706482,0.020383204239706482,1.0395434162250305,0.040766408479412965,0.9622641509433962,0.018867924528301886,0.018867924528301886
76248,656,612,36,8,76,44,EL CERRITO,2009,52041,0.06917622643684787,0.015372494763743971,1.1759958494264138,0.08454872120059184,0.9329268292682927,0.054878048780487805,0.012195121951219513
76250,155,147,6,2,76,8,EL DOVIO,2009,9521,0.06301859048419284,0.021006196828064278,1.5439554668627244,0.08402478731225711,0.9483870967741935,0.03870967741935484,0.012903225806451613
76275,894,834,49,11,76,60,FLORIDA,2009,56306,0.08702447341313536,0.019536106276418143,1.481192057684794,0.10656057968955351,0.9328859060402684,0.05480984340044743,0.012304250559284116
76306,225,217,6,2,76,8,GINEBRA,2009,19676,0.030494002846106934,0.010164667615368977,1.102866436267534,0.04065867046147591,0.9644444444444444,0.02666666666666667,0.008888888888888889
76318,419,404,10,5,76,15,GUACARÍ,2009,30178,0.03313672211544834,0.01656836105772417,1.338723573464113,0.04970508317317251,0.964200477326969,0.02386634844868735,0.011933174224343675
76364,1363,1333,15,15,76,30,JAMUNDÍ,2009,97970,0.01531080943145861,0.01531080943145861,1.3606205981422885,0.03062161886291722,0.9779897285399853,0.011005135730007337,0.011005135730007337
76377,133,131,0,2,76,2,LA CUMBRE,2009,11648,0.0,0.017170329670329672,1.1246565934065933,0.017170329670329672,0.9849624060150376,0.0,0.015037593984962405
76400,479,431,39,9,76,48,LA UNIÓN,2009,32377,0.12045587917348735,0.02779751057849708,1.3311918954813602,0.14825338975198443,0.8997912317327766,0.081419624217119,0.018789144050104383
76403,171,168,3,0,76,3,LA VICTORIA,2009,14366,0.020882639565641098,0.0,1.1694278156759015,0.020882639565641098,0.9824561403508771,0.017543859649122806,0.0
76497,182,169,10,3,76,13,OBANDO,2009,14636,0.0683246788740093,0.020497403662202787,1.154687072970757,0.08882208253621209,0.9285714285714286,0.054945054945054944,0.016483516483516484
76520,4295,3850,389,56,76,445,PALMIRA,2009,310926,0.12511015482783686,0.018010716376243865,1.2382367508667658,0.1431208712040807,0.8963911525029103,0.09057043073341094,0.013038416763678696
76563,707,671,30,6,76,36,PRADERA,2009,48918,0.06132711885195633,0.012265423770391267,1.3716832249887567,0.0735925426223476,0.9490806223479491,0.042432814710042434,0.008486562942008486
76606,226,221,3,2,76,5,RESTREPO,2009,15494,0.019362333806634827,0.012908222537756552,1.4263585904220988,0.032270556344391375,0.9778761061946902,0.01327433628318584,0.008849557522123894
76616,173,169,0,4,76,4,RIOFRÍO,2009,17875,0.0,0.022377622377622378,0.9454545454545454,0.022377622377622378,0.976878612716763,0.0,0.023121387283236993
76622,518,460,54,4,76,58,ROLDANILLO,2009,35802,0.15082956259426847,0.011172560192168035,1.284844422099324,0.16200212278643653,0.888030888030888,0.10424710424710425,0.007722007722007722
76670,185,183,2,0,76,2,SAN PEDRO,2009,14675,0.013628620102214651,0.0,1.2470187393526406,0.013628620102214651,0.9891891891891892,0.010810810810810811,0.0
76736,578,555,14,9,76,23,SEVILLA,2009,43368,0.03228186681424092,0.02075262866629773,1.2797454344216934,0.053034495480538645,0.9602076124567474,0.02422145328719723,0.015570934256055362
76823,200,192,5,3,76,8,TORO,2009,16217,0.030831843127582168,0.0184991058765493,1.1839427760991552,0.049330949004131465,0.96,0.025,0.015
76828,215,209,1,5,76,6,TRUJILLO,2009,19474,0.005135051864023826,0.02567525932011913,1.0732258395809797,0.03081031118414296,0.9720930232558139,0.004651162790697674,0.023255813953488372
76834,2912,2861,24,27,76,51,TULUÁ,2009,190552,0.012594987195096352,0.014169360594483395,1.501427431882111,0.026764347789579746,0.9824862637362637,0.008241758241758242,0.009271978021978022
76845,71,66,5,0,76,5,ULLOA,2009,5665,0.088261253309797,0.0,1.1650485436893203,0.088261253309797,0.9295774647887324,0.07042253521126761,0.0
76863,86,84,1,1,76,2,VERSALLES,2009,8428,0.011865211200759373,0.011865211200759373,0.9966777408637874,0.023730422401518746,0.9767441860465116,0.011627906976744186,0.011627906976744186
76869,138,134,1,3,76,4,VIJES,2009,10527,0.00949938254013489,0.028498147620404674,1.2729172603780754,0.03799753016053956,0.9710144927536232,0.007246376811594203,0.021739130434782608
76890,183,180,0,3,76,3,YOTOCO,2009,14424,0.0,0.020798668885191347,1.2479201331114809,0.020798668885191347,0.9836065573770492,0.0,0.01639344262295082
76892,1385,1356,13,16,76,29,YUMBO,2009,94027,0.013825815989024428,0.01701638890956853,1.4421389600859327,0.03084220489859296,0.9790613718411553,0.009386281588447653,0.011552346570397111
76895,631,612,12,7,76,19,ZARZAL,2009,37893,0.0316681181220806,0.018473068904547012,1.6150740242261103,0.05014118702662761,0.9698890649762282,0.01901743264659271,0.011093502377179081
81001,1984,1680,288,16,81,304,ARAUCA,2009,62469,0.4610286702204293,0.025612703901134962,2.689333909619171,0.4866413741215643,0.8467741935483871,0.14516129032258066,0.008064516129032258
81065,716,641,65,10,81,75,ARAUQUITA,2009,27964,0.23244171077099127,0.03576026319553712,2.2922328708339292,0.2682019739665284,0.8952513966480447,0.09078212290502793,0.013966480446927373
81220,68,60,7,1,81,8,CRAVO NORTE,2009,2853,0.24535576586049773,0.03505082369435682,2.103049421661409,0.28040658955485454,0.8823529411764706,0.10294117647058823,0.014705882352941176
81300,387,350,34,3,81,37,FORTUL,2009,4153,0.8186852877437997,0.07223693715386467,8.42764266795088,0.8909222248976644,0.9043927648578811,0.08785529715762273,0.007751937984496124
81591,79,73,6,0,81,6,PUERTO RONDÓN,2009,3357,0.17873100983020554,0.0,2.1745606196008342,0.17873100983020554,0.9240506329113924,0.0759493670886076,0.0
81736,1109,932,170,7,81,177,SARAVENA,2009,34518,0.4924966684048902,0.02027927458137783,2.700040558549163,0.512775942986268,0.8403967538322813,0.1532912533814247,0.0063119927862939585
81794,1066,968,88,10,81,98,TAME,2009,24669,0.35672301268798895,0.04053670598727147,3.9239531395678786,0.39725971867526044,0.9080675422138836,0.0825515947467167,0.009380863039399626
85001,2285,2228,25,32,85,57,YOPAL,2009,122342,0.020434519625312647,0.02615618512040019,1.8211243890078632,0.046590704745712835,0.975054704595186,0.010940919037199124,0.01400437636761488
85010,490,480,3,7,85,10,AGUAZUL,2009,31447,0.009539860718033517,0.022259675008744872,1.5263777148853628,0.03179953572677839,0.9795918367346939,0.006122448979591836,0.014285714285714285
85015,19,19,0,0,85,0,CHÁMEZA,2009,1983,0.0,0.0,0.9581442259203228,0.0,1.0,0.0,0.0
85125,181,175,1,5,85,6,HATO COROZAL,2009,11393,0.008777319406653208,0.04388659703326604,1.5360308961643114,0.05266391643991925,0.9668508287292817,0.0055248618784530384,0.027624309392265192
85136,13,13,0,0,85,0,LA SALINA,2009,1426,0.0,0.0,0.9116409537166901,0.0,1.0,0.0,0.0
85139,188,185,2,1,85,3,MANÍ,2009,13600,0.014705882352941176,0.007352941176470588,1.3602941176470589,0.022058823529411766,0.9840425531914894,0.010638297872340425,0.005319148936170213
85162,198,192,4,2,85,6,MONTERREY,2009,13536,0.02955082742316785,0.014775413711583925,1.4184397163120568,0.044326241134751775,0.9696969696969697,0.020202020202020204,0.010101010101010102
85225,106,104,1,1,85,2,NUNCHÍA,2009,9364,0.010679196924391286,0.010679196924391286,1.1106364801366937,0.021358393848782572,0.9811320754716981,0.009433962264150943,0.009433962264150943
85230,154,150,4,0,85,4,OROCUÉ,2009,8685,0.04605641911341393,0.0,1.7271157167530224,0.04605641911341393,0.974025974025974,0.025974025974025976,0.0
85250,501,491,4,6,85,10,PAZ DE ARIPORO,2009,28720,0.013927576601671309,0.020891364902506964,1.7096100278551531,0.034818941504178275,0.9800399201596807,0.007984031936127744,0.011976047904191617
85263,128,125,1,2,85,3,PORE,2009,10047,0.009953219866626855,0.01990643973325371,1.2441524833283568,0.029859659599880562,0.9765625,0.0078125,0.015625
85279,6,6,0,0,85,0,RECETOR,2009,1701,0.0,0.0,0.3527336860670194,0.0,1.0,0.0,0.0
85300,41,40,1,0,85,1,SABANALARGA,2009,3859,0.025913449080072558,0.0,1.0365379632029024,0.025913449080072558,0.975609756097561,0.024390243902439025,0.0
85315,10,10,0,0,85,0,SÁCAMA,2009,2062,0.0,0.0,0.48496605237633367,0.0,1.0,0.0,0.0
85325,105,104,1,0,85,1,SAN LUIS DE PALENQUE,2009,8569,0.011669973159061734,0.0,1.2136772085424203,0.011669973159061734,0.9904761904761905,0.009523809523809525,0.0
85400,111,110,0,1,85,1,TÁMARA,2009,7637,0.0,0.013094146916328401,1.4403561607961242,0.013094146916328401,0.990990990990991,0.0,0.009009009009009009
85410,232,222,7,3,85,10,TAURAMENA,2009,18128,0.038614298323036186,0.01654898499558694,1.2246248896734333,0.05516328331862312,0.9568965517241379,0.03017241379310345,0.01293103448275862
85430,218,215,1,2,85,3,TRINIDAD,2009,13115,0.007624857033930614,0.015249714067861228,1.639344262295082,0.022874571101791842,0.9862385321100917,0.0045871559633027525,0.009174311926605505
85440,460,445,12,3,85,15,VILLANUEVA,2009,24672,0.048638132295719845,0.012159533073929961,1.8036640726329443,0.060797665369649805,0.967391304347826,0.02608695652173913,0.006521739130434782
86001,823,806,8,9,86,17,MOCOA,2009,46001,0.01739092628421121,0.019564792069737616,1.7521358231342796,0.03695571835394883,0.9793438639125152,0.009720534629404616,0.010935601458080195
86219,110,101,7,2,86,9,COLÓN,2009,4560,0.15350877192982457,0.043859649122807015,2.2149122807017543,0.19736842105263158,0.9181818181818182,0.06363636363636363,0.01818181818181818
86320,556,542,4,10,86,14,ORITO,2009,45549,0.008781751520340731,0.02195437880085183,1.189927331006169,0.030736130321192563,0.9748201438848921,0.007194244604316547,0.017985611510791366
86568,1203,1175,14,14,86,28,PUERTO ASÍS,2009,54979,0.02546426817512141,0.02546426817512141,2.1371796504119756,0.05092853635024282,0.9767248545303409,0.011637572734829594,0.011637572734829594
86569,153,150,2,1,86,3,PUERTO CAICEDO,2009,14490,0.013802622498274672,0.006901311249137336,1.0351966873706004,0.020703933747412008,0.9803921568627451,0.013071895424836602,0.006535947712418301
86571,278,268,6,4,86,10,PUERTO GUZMÁN,2009,6754,0.08883624518803672,0.059224163458691144,3.9680189517323066,0.14806040864672787,0.9640287769784173,0.02158273381294964,0.014388489208633094
86573,385,379,3,3,86,6,PUERTO LEGUÍZAMO,2009,13809,0.021724961981316532,0.021724961981316532,2.7445868636396553,0.043449923962633065,0.9844155844155844,0.007792207792207792,0.007792207792207792
86749,237,226,11,0,86,11,SIBUNDOY,2009,13500,0.08148148148148149,0.0,1.674074074074074,0.08148148148148149,0.9535864978902954,0.046413502109704644,0.0
86755,75,74,1,0,86,1,SAN FRANCISCO,2009,6425,0.01556420233463035,0.0,1.1517509727626458,0.01556420233463035,0.9866666666666667,0.013333333333333334,0.0
86757,163,159,3,1,86,4,SAN MIGUEL,2009,16001,0.01874882819823761,0.006249609399412537,0.9936878945065933,0.024998437597650146,0.9754601226993865,0.018404907975460124,0.006134969325153374
86760,107,103,3,1,86,4,SANTIAGO,2009,7748,0.03871966959215281,0.012906556530717605,1.3293753226639133,0.05162622612287042,0.9626168224299065,0.028037383177570093,0.009345794392523364
86865,479,463,6,10,86,16,VALLE DEL GUAMUEZ,2009,28603,0.02097682061322239,0.03496136768870398,1.6187113239869944,0.05593818830192637,0.9665970772442589,0.012526096033402923,0.020876826722338204
86885,277,266,5,6,86,11,VILLAGARZÓN,2009,18809,0.02658301876761125,0.0318996225211335,1.4142165984369186,0.05848264128874475,0.9602888086642599,0.018050541516245487,0.021660649819494584
88001,1094,832,250,12,88,262,SAN ANDRÉS,2009,54844,0.45583837794471593,0.021880242141346363,1.5170301218000146,0.4777186200860623,0.7605118829981719,0.22851919561243145,0.010968921389396709
88564,38,37,1,0,88,1,PROVIDENCIA,2009,4277,0.02338087444470423,0.0,0.8650923544540566,0.02338087444470423,0.9736842105263158,0.02631578947368421,0.0
91001,1039,1002,10,27,91,37,LETICIA,2009,34743,0.028782776386610254,0.07771349624384769,2.8840341939383474,0.10649627263045794,0.9643888354186718,0.009624639076034648,0.02598652550529355
91263,13,11,0,2,91,2,EL ENCANTO,2009,3859,0.0,0.051826898160145116,0.28504793988079813,0.051826898160145116,0.8461538461538461,0.0,0.15384615384615385
91405,29,27,0,2,91,2,LA CHORRERA,2009,1973,0.0,0.10136847440446022,1.3684744044602128,0.10136847440446022,0.9310344827586207,0.0,0.06896551724137931
91407,43,41,0,2,91,2,LA PEDRERA,2009,1082,0.0,0.18484288354898337,3.789279112754159,0.18484288354898337,0.9534883720930233,0.0,0.046511627906976744
91460,4,4,0,0,91,0,MIRITÍ - PARANÁ,2009,1449,0.0,0.0,0.27605244996549344,0.0,1.0,0.0,0.0
91536,16,16,0,0,91,0,PUERTO ARICA,2009,688,0.0,0.0,2.3255813953488373,0.0,1.0,0.0,0.0
91540,114,106,3,5,91,8,PUERTO NARIÑO,2009,6372,0.047080979284369114,0.07846829880728186,1.6635279347143754,0.12554927809165098,0.9298245614035088,0.02631578947368421,0.043859649122807015
91669,11,10,0,1,91,1,PUERTO SANTANDER,2009,480,0.0,0.20833333333333334,2.0833333333333335,0.20833333333333334,0.9090909090909091,0.0,0.09090909090909091
91798,38,35,0,3,91,3,TARAPACÁ,2009,2148,0.0,0.13966480446927373,1.6294227188081936,0.13966480446927373,0.9210526315789473,0.0,0.07894736842105263
94001,596,518,61,17,94,78,INÍRIDA,2009,18593,0.3280804603883182,0.09143225945248212,2.785994729199161,0.4195127198408003,0.8691275167785235,0.10234899328859061,0.028523489932885907
94343,79,65,3,11,94,14,BARRANCOMINAS,2009,1166,0.25728987993138935,0.9433962264150944,5.574614065180103,1.2006861063464838,0.8227848101265823,0.0379746835443038,0.13924050632911392
94663,4,4,0,0,94,0,MAPIRIPANA,2009,2759,0.0,0.0,0.14498006524102935,0.0,1.0,0.0,0.0
94883,5,5,0,0,94,0,SAN FELIPE,2009,442,0.0,0.0,1.1312217194570136,0.0,1.0,0.0,0.0
94884,4,4,0,0,94,0,PUERTO COLOMBIA,2009,861,0.0,0.0,0.4645760743321719,0.0,1.0,0.0,0.0
94886,1,1,0,0,94,0,CACAHUAL,2009,127,0.0,0.0,0.7874015748031497,0.0,1.0,0.0,0.0
94887,2,2,0,0,94,0,PANA PANA,2009,896,0.0,0.0,0.22321428571428573,0.0,1.0,0.0,0.0
94888,1,1,0,0,94,0,MORICHAL,2009,427,0.0,0.0,0.234192037470726,0.0,1.0,0.0,0.0
95001,1078,1052,9,17,95,26,SAN JOSÉ DEL GUAVIARE,2009,33189,0.027117418421766248,0.051221790352225134,3.169724908855344,0.07833920877399138,0.9758812615955473,0.008348794063079777,0.015769944341372914
95015,111,111,0,0,95,0,CALAMAR,2009,4845,0.0,0.0,2.291021671826625,0.0,1.0,0.0,0.0
95025,182,177,5,0,95,5,EL RETORNO,2009,3517,0.1421666192777936,0.0,5.032698322433893,0.1421666192777936,0.9725274725274725,0.027472527472527472,0.0
95200,83,81,1,1,95,2,MIRAFLORES,2009,7704,0.012980269989615784,0.012980269989615784,1.0514018691588785,0.02596053997923157,0.9759036144578314,0.012048192771084338,0.012048192771084338
97001,489,463,7,19,97,26,MITÚ,2009,11448,0.06114605171208945,0.16596785464709993,4.044374563242488,0.22711390635918938,0.9468302658486708,0.014314928425357873,0.03885480572597137
97161,31,30,1,0,97,1,CARURÚ,2009,1694,0.0590318772136954,0.0,1.770956316410862,0.0590318772136954,0.967741935483871,0.03225806451612903,0.0
97511,70,67,3,0,97,3,PACOA,2009,3022,0.09927200529450694,0.0,2.2170747849106553,0.09927200529450694,0.9571428571428572,0.04285714285714286,0.0
97666,31,30,1,0,97,1,TARAIRA,2009,689,0.14513788098693758,0.0,4.354136429608127,0.14513788098693758,0.967741935483871,0.03225806451612903,0.0
